date,card,category,type,amount
2023-08-05,3,Smoke,outcome,150.00
2023-08-05,3,Food and Rest,outcome,550.00
2023-08-05,2,Public Transport,outcome,55.23
2023-08-06,3,Public Transport,outcome,56.00
2023-08-06,2,Public Transport,outcome,172.27
2023-08-06,3,Food and Rest,outcome,330.00
2023-08-07,3,Smoke,outcome,145.00
2023-08-07,3,Public Transport,outcome,122.00
2023-08-07,2,Public Transport,outcome,112.35
2023-08-08,3,Salary,income,57470.14
2023-08-08,3,Food and Rest,outcome,260.00
2023-08-08,2,Public Transport,outcome,63.92
2023-08-09,3,Smoke,outcome,145.00
2023-08-09,3,Food and Rest,outcome,1277.47
2023-08-10,3,Food and Rest,outcome,500.00
2023-08-10,3,Others,outcome,690.00
2023-08-10,3,Others,outcome,130.00
2023-08-10,3,Transactions,outcome,700.00
2023-08-10,2,Transactions,income,700.00
2023-08-11,3,Food and Rest,outcome,1450.25
2023-08-11,3,Public Transport,outcome,112.00
2023-08-11,2,Public Transport,outcome,248.50
2023-08-12,3,Public Transport,outcome,112.00
2023-08-12,2,Public Transport,outcome,48.00
2023-08-12,3,Food and Rest,outcome,656.17
2023-08-12,3,Party,outcome,1470.00
2023-08-13,3,Food and Rest,outcome,230.00
2023-08-13,2,Public Transport,outcome,22.50
2023-08-14,3,Public Transport,outcome,112.00
2023-08-14,2,Public Transport,outcome,33.00
2023-08-14,3,Food and Rest,outcome,455.00
2023-08-14,3,Food and Rest,outcome,189.98
2023-08-14,3,Smoke,outcome,150.00
2023-08-14,3,Others,outcome,6437.00
2023-08-15,3,Food and Rest,outcome,551.00
2023-08-15,2,Public Transport,outcome,320.50
2023-08-16,3,Food and Rest,outcome,330.00
2023-08-17,3,Food and Rest,outcome,329.00
2023-08-17,3,Smoke,outcome,150.00
2023-08-17,3,Others,outcome,252.48
2023-08-17,2,Public Transport,outcome,48.00
2023-08-18,3,Food and Rest,outcome,227.47
2023-08-18,3,Food and Rest,outcome,362.00
2023-08-18,3,Public Transport,outcome,112.00
2023-08-18,2,Public Transport,outcome,373.17
2023-08-18,3,Food and Rest,outcome,150.00
2023-08-18,3,Others,outcome,1000.00
2023-08-19,3,Public Transport,outcome,168.00
2023-08-19,3,Food and Rest,outcome,95.00
2023-08-19,3,Food and Rest,outcome,850.00
2023-08-19,3,Food and Rest,outcome,427.00
2023-08-20,3,Food and Rest,outcome,490.00
2023-08-20,3,Smoke,outcome,170.00
2023-08-20,3,Food and Rest,outcome,360.00
2023-08-20,3,Others,outcome,1469.43
2023-08-20,2,Public Transport,outcome,135.50
2023-08-21,3,Food and Rest,outcome,242.97
2023-08-21,3,Public Transport,outcome,112.00
2023-08-22,3,Public Transport,outcome,347.00
2023-08-22,2,Public Transport,outcome,247.72
2023-08-22,3,Others,outcome,10412.00
2023-08-22,3,Food and Rest,outcome,325.00
2023-08-22,3,Smoke,outcome,150.00
2023-08-23,3,Food and Rest,outcome,431.00
2023-08-23,3,Salary,income,59254.97
2023-08-23,2,Public Transport,outcome,23.97
2023-08-24,3,Public Transport,outcome,1469.00
2023-08-24,2,Public Transport,outcome,40.00
2023-08-24,3,Food and Rest,outcome,450.00
2023-08-25,3,Public Transport,outcome,112.00
2023-08-25,3,Others,outcome,120.00
2023-08-30,3,Salary,income,2484.25
2023-09-01,3,Rent Fee,outcome,35000.00
2023-09-01,3,Others,outcome,1000.00
2023-09-07,3,Salary,income,41669.65
2023-09-08,3,Others,outcome,3000.00
2023-09-08,3,Food and Rest,outcome,1063.83
2023-09-09,3,Food and Rest,outcome,19.99
2023-09-09,3,Public Transport,outcome,3879.40
2023-09-11,3,Public Transport,outcome,1600.00
2023-09-11,3,Others,outcome,1000.00
2023-09-12,3,Food and Rest,outcome,940.49
2023-09-13,3,Food and Rest,outcome,430.00
2023-09-14,3,Public Transport,outcome,112.00
2023-09-15,3,Food and Rest,outcome,1906.03
2023-09-16,3,Food and Rest,outcome,380.00
2023-09-16,3,Rent Fee,outcome,55000.00
2023-09-16,3,Transactions,outcome,55000.00
2023-09-16,3,Others,outcome,345.00
2023-09-16,2,Others,outcome,600.00
2023-09-16,3,Food and Rest,outcome,300.00
2023-09-17,3,Public Transport,outcome,112.00
2023-09-18,3,Clothes,outcome,1392.00
2023-09-18,3,Food and Rest,outcome,221.98
2023-09-19,3,Food and Rest,outcome,430.00
2023-09-20,3,Public Transport,outcome,112.00
2023-09-20,3,Food and Rest,outcome,680.94
2023-09-21,3,Salary,income,42753.86
2023-09-21,3,Food and Rest,outcome,425.00
2023-09-21,3,Personal,outcome,2969.00
2023-09-22,3,Food and Rest,outcome,535.00
2023-09-22,3,Public Transport,outcome,112.00
2023-09-22,2,Public Transport,outcome,84.50
2023-09-23,3,Personal,outcome,12070.00
2023-09-23,3,Party,outcome,1500.00
2023-09-23,3,Others,outcome,7.50
2023-09-23,3,Public Transport,outcome,112.00
2023-09-23,2,Public Transport,outcome,17.00
2023-09-23,3,Food and Rest,outcome,2395.15
2023-09-24,3,Others,outcome,100.00
2023-09-25,3,Personal,outcome,600.00
2023-09-26,3,Public Transport,outcome,112.00
2023-09-27,3,Public Transport,outcome,112.00
2023-09-27,3,Food and Rest,outcome,430.00
2023-09-28,3,Food and Rest,outcome,1097.96
2023-09-28,3,Public Transport,outcome,112.00
2023-09-29,3,Food and Rest,outcome,1315.98
2023-09-29,3,Clothes,outcome,729.00
2023-09-29,3,Smoke,outcome,150.00
2023-09-29,3,Salary,income,2576.71
2023-10-01,3,Food and Rest,outcome,1201.00
2023-10-02,3,Food and Rest,outcome,251.18
2023-10-03,3,Food and Rest,outcome,441.00
2023-10-03,3,Others,outcome,1000.00
2023-10-04,3,Food and Rest,outcome,595.97
2023-10-04,3,Public Transport,outcome,112.00
2023-10-05,3,Food and Rest,outcome,1016.98
2023-10-05,3,Public Transport,outcome,112.00
2023-10-06,3,Clothes,outcome,1580.00
2023-10-06,3,Food and Rest,outcome,1727.65
2023-10-06,3,Public Transport,outcome,70.00
2023-10-07,3,Public Transport,outcome,112.00
2023-10-08,3,Public Transport,outcome,882.00
2023-10-08,2,Public Transport,outcome,60.00
2023-10-08,3,Food and Rest,outcome,496.00
2023-10-08,3,Salary,income,53194.85
2023-10-09,3,Public Transport,outcome,56.00
2023-10-09,3,Smoke,outcome,145.00
2023-10-10,3,Food and Rest,outcome,483.00
2023-10-11,3,Food and Rest,outcome,1067.41
2023-10-12,3,Smoke,outcome,145.00
2023-10-13,3,Party,outcome,600.00
2023-10-13,3,Food and Rest,outcome,611.16
2023-10-14,3,Food and Rest,outcome,864.88
2023-10-15,3,Food and Rest,outcome,691.00
2023-10-15,3,Smoke,outcome,150.00
2023-10-16,3,Food and Rest,outcome,467.00
2023-10-16,3,Rent Fee,outcome,55000.00
2023-10-16,2,Rent Fee,outcome,50.60
2023-10-16,3,Food and Rest,outcome,75.00
2023-10-17,3,Food and Rest,outcome,572.00
2023-10-17,3,Smoke,outcome,150.00
2023-10-19,3,Party,outcome,3770.00
2023-10-19,3,Public Transport,outcome,1000.00
2023-10-19,3,Food and Rest,outcome,3097.03
2023-10-19,3,Public Transport,outcome,61.00
2023-10-20,3,Smoke,outcome,150.00
2023-10-22,3,Food and Rest,outcome,519.00
2023-10-22,3,Others,outcome,396.00
2023-10-23,3,Salary,income,40811.09
2023-10-23,3,Food and Rest,outcome,461.00
2023-10-24,3,Public Transport,outcome,122.00
2023-10-24,3,Food and Rest,outcome,119.98
2023-10-24,3,Smoke,outcome,150.00
2023-10-25,3,Public Transport,outcome,8468.00
2023-10-25,3,Food and Rest,outcome,899.00
2023-10-26,3,Smoke,outcome,150.00
2023-10-27,3,Party,outcome,1535.00
2023-10-27,3,Food and Rest,outcome,1439.39
2023-10-28,3,Food and Rest,outcome,158.48
2023-10-28,3,Others,outcome,268.00
2023-10-30,3,Food and Rest,outcome,400.00
2023-10-30,3,Smoke,outcome,170.00
2023-10-30,3,Salary,income,2799.77
2023-10-30,3,Party,outcome,2700.00
2023-10-31,3,Food and Rest,outcome,1768.16
2023-10-31,3,Public Transport,outcome,122.00
2023-11-01,3,Food and Rest,outcome,434.84
2023-11-01,2,Smoke,outcome,150.00
2023-11-02,3,Food and Rest,outcome,566.00
2023-11-03,3,Others,outcome,4.00
2023-11-03,3,Food and Rest,outcome,641.17
2023-11-03,2,Smoke,outcome,150.00
2023-11-04,3,Food and Rest,outcome,357.90
2023-11-05,3,Public Transport,outcome,183.00
2023-11-05,3,Others,outcome,2000.00
2023-11-05,3,Public Transport,outcome,61.00
2023-11-06,3,Food and Rest,outcome,1351.00
2023-11-06,3,Public Transport,outcome,61.00
2023-11-07,3,Food and Rest,outcome,279.97
2023-11-07,2,Smoke,outcome,150.00
2023-11-08,3,Salary,income,59412.91
2023-11-09,3,Others,outcome,2210.00
2023-11-09,3,Food and Rest,outcome,920.00
2023-11-09,3,Transactions,outcome,4000.00
2023-11-09,2,Transactions,income,4000.00
2023-11-10,3,Food and Rest,outcome,1732.49
2023-11-10,3,Others,outcome,5000.00
2023-11-11,3,Transactions,income,1.00
2023-11-11,3,Food and Rest,outcome,1285.47
2023-11-11,3,Public Transport,outcome,122.00
2023-11-12,3,Smoke,outcome,170.00
2023-11-12,3,Food and Rest,outcome,430.00
2023-11-12,3,Public Transport,outcome,122.00
2023-11-12,3,Others,outcome,200.00
2023-11-13,3,Public Transport,outcome,500.00
2023-11-13,3,Food and Rest,outcome,480.00
2023-11-13,3,Public Transport,outcome,122.00
2023-11-13,3,Others,outcome,1000.00
2023-11-14,3,Public Transport,outcome,228.00
2023-11-14,2,Personal,outcome,1330.00
2023-11-15,3,Food and Rest,outcome,19.99
2023-11-16,3,Others,outcome,230.00
2023-11-16,3,Rent Fee,outcome,55000.00
2023-11-16,2,Rent Fee,outcome,67.80
2023-11-16,3,Smoke,outcome,990.00
2023-11-16,3,Food and Rest,outcome,1886.86
2023-11-17,3,Food and Rest,outcome,1230.00
2023-11-17,3,Others,outcome,4939.00
2023-11-19,3,Food and Rest,outcome,39.98
2023-11-21,3,Public Transport,outcome,313.00
2023-11-23,3,Salary,income,42753.86
2023-11-23,3,Food and Rest,outcome,460.99
2023-11-23,3,Party,outcome,590.00
2023-11-23,3,Others,outcome,1000.00
2023-11-23,3,Transactions,outcome,300.00
2023-11-23,2,Transactions,income,300.00
2023-11-25,3,Others,outcome,2400.00
2023-11-27,3,Smoke,outcome,1190.00
2023-11-28,3,Personal,outcome,10000.00
2023-11-28,3,Public Transport,outcome,135.00
2023-11-28,3,Food and Rest,outcome,413.00
2023-11-30,3,Food and Rest,outcome,24.15
2023-11-30,3,Others,outcome,500.00
2023-12-01,3,Others,outcome,7100.00
2023-12-01,3,Food and Rest,outcome,807.00
2023-12-02,3,Others,outcome,1000.00
2023-12-02,3,Food and Rest,outcome,47.68
2023-12-02,3,Public Transport,outcome,2768.00
2023-12-02,3,Others,outcome,90.00
2023-12-03,3,Others,outcome,1000.00
2023-12-04,3,Public Transport,outcome,550.00
2023-12-05,3,Others,income,3.00
2023-12-05,3,Food and Rest,outcome,1811.19
2023-12-05,3,Public Transport,outcome,61.00
2023-12-06,3,Food and Rest,outcome,285.97
2023-12-06,3,Salary,income,74673.86
2023-12-07,3,Smoke,outcome,170.00
2023-12-07,3,Food and Rest,outcome,89.00
2023-12-07,3,Public Transport,outcome,122.00
2023-12-07,3,Party,outcome,3690.00
2023-12-07,3,Public Transport,outcome,967.00
2023-12-07,3,Others,outcome,467.63
2023-12-09,3,Food and Rest,outcome,2450.11
2023-12-09,3,Public Transport,outcome,61.00
2023-12-10,3,Public Transport,outcome,122.00
2023-12-10,3,Others,outcome,550.00
2023-12-10,2,Smoke,outcome,150.00
2023-12-12,3,Others,outcome,555.00
2023-12-13,3,Food and Rest,outcome,430.00
2023-12-13,3,Smoke,outcome,170.00
2023-12-13,3,Others,outcome,2008.00
2023-12-13,2,Others,outcome,700.00
2023-12-13,3,Transactions,outcome,2400.00
2023-12-13,2,Transactions,income,2400.00
2023-12-13,3,Public Transport,outcome,122.00
2023-12-14,3,Food and Rest,outcome,390.00
2023-12-14,3,Smoke,outcome,170.00
2023-12-14,3,Public Transport,outcome,183.00
2023-12-15,3,Personal,outcome,430.00
2023-12-15,3,Food and Rest,outcome,2671.41
2023-12-16,3,Public Transport,outcome,122.00
2023-12-16,3,Clothes,outcome,7097.00
2023-12-16,3,Party,outcome,920.00
2023-12-16,3,Transactions,outcome,55000.00
2023-12-16,2,Transactions,income,55000.00
2023-12-16,2,Rent Fee,outcome,55058.50
2023-12-17,3,Public Transport,outcome,244.00
2023-12-17,2,Smoke,outcome,151.50
2023-12-19,3,Food and Rest,outcome,390.00
2023-12-19,2,Smoke,outcome,151.50
2023-12-19,2,Others,outcome,150.00
2023-12-20,3,Public Transport,outcome,1595.00
2023-12-20,3,Food and Rest,outcome,95.00
2023-12-20,3,Public Transport,outcome,244.00
2023-12-21,3,Food and Rest,outcome,1148.00
2023-12-21,3,Salary,income,47030.14
2023-12-21,3,Others,outcome,293.00
2023-12-21,3,Others,outcome,7406.00
2023-12-21,3,Public Transport,outcome,122.00
2023-12-21,2,Smoke,outcome,151.50
2023-12-22,2,Others,outcome,3054.24
2023-12-22,3,Transactions,outcome,1700.00
2023-12-22,2,Transactions,income,1700.00
2023-12-23,3,Party,outcome,2850.00
2023-12-23,3,Food and Rest,outcome,1182.00
2023-12-23,3,Public Transport,outcome,183.00
2023-12-24,3,Public Transport,outcome,1.00
2023-12-24,3,Others,outcome,1000.00
2023-12-24,3,Food and Rest,outcome,105.00
2023-12-24,3,Food and Rest,outcome,3940.00
2023-12-24,2,Smoke,outcome,93.90
2023-12-25,3,Public Transport,outcome,122.00
2023-12-25,3,Food and Rest,outcome,190.00
2023-12-25,3,Transactions,income,389.00
2023-12-25,3,Food and Rest,outcome,250.00
2023-12-25,3,Smoke,outcome,170.00
2023-12-26,3,Public Transport,outcome,122.00
2023-12-26,3,Food and Rest,outcome,796.00
2023-12-27,3,Public Transport,outcome,779.00
2023-12-27,3,Food and Rest,outcome,335.00
2023-12-27,3,Salary,income,71671.60
2023-12-28,3,Others,outcome,688.00
2023-12-28,3,Food and Rest,outcome,280.00
2023-12-28,3,Food and Rest,outcome,861.40
2023-12-28,2,Smoke,outcome,151.50
2023-12-29,3,Party,outcome,3300.00
2023-12-29,3,Food and Rest,outcome,801.00
2023-12-30,3,Public Transport,outcome,1.00
2023-12-30,3,Food and Rest,outcome,1487.39
2023-12-30,3,Others,outcome,1300.00
2023-12-30,3,Smoke,outcome,1190.00
2023-12-30,3,Salary,income,3223.15
2023-12-31,3,Food and Rest,outcome,39.98
2024-01-02,3,Food and Rest,outcome,410.00
2024-01-03,3,Public Transport,outcome,1621.23
2024-01-03,3,Others,outcome,2310.00
2024-01-04,3,Food and Rest,outcome,460.00
2024-01-04,3,Party,outcome,3170.00
2024-01-04,2,Party,outcome,1100.00
2024-01-05,3,Public Transport,outcome,359.00
2024-01-06,3,Food and Rest,outcome,1399.89
2024-01-07,3,Others,income,45.00
2024-01-08,3,Smoke,outcome,1190.00
2024-01-08,3,Others,outcome,252.48
2024-01-08,3,Food and Rest,outcome,482.06
2024-01-08,3,Transactions,income,0.07
2024-01-09,3,Others,outcome,3148.00
2024-01-10,3,Public Transport,outcome,120.00
2024-01-12,3,Others,outcome,379.00
2024-01-12,3,Others,outcome,6800.00
2024-01-13,3,Others,outcome,300.00
2024-01-13,3,Food and Rest,outcome,350.00
2024-01-13,3,Public Transport,outcome,1902.00
2024-01-14,3,Others,outcome,4575.00
2024-01-14,3,Others,outcome,800.00
2024-01-14,3,Party,outcome,600.00
2024-01-14,3,Transactions,outcome,900.00
2024-01-14,2,Transactions,income,900.00
2024-01-15,3,Food and Rest,outcome,2051.20
2024-01-15,3,Others,outcome,1000.00
2024-01-16,2,Rent Fee,outcome,55061.00
2024-01-16,3,Transactions,outcome,55000.00
2024-01-16,2,Transactions,income,55000.00
2024-01-16,3,Food and Rest,outcome,545.00
2024-01-16,3,Smoke,outcome,170.00
2024-01-16,2,Personal,outcome,707.00
2024-01-16,3,Clothes,outcome,2526.00
2024-01-16,3,Transactions,income,2500.00
2024-01-16,3,Transactions,outcome,2265.00
2024-01-17,3,Food and Rest,outcome,1170.00
2024-01-17,3,Salary,income,4600.00
2024-01-17,3,Public Transport,outcome,183.00
2024-01-17,3,Transactions,outcome,780.00
2024-01-17,2,Transactions,income,780.00
2024-01-18,3,Party,outcome,775.00
2024-01-18,3,Public Transport,outcome,122.00
2024-01-18,3,Public Transport,outcome,1899.00
2024-01-18,3,Public Transport,outcome,1350.00
2024-01-20,3,Party,outcome,4500.00
2024-01-20,3,Public Transport,outcome,61.00
2024-01-20,3,Food and Rest,outcome,300.00
2024-01-20,3,Food and Rest,outcome,309.99
2024-01-20,3,Public Transport,outcome,122.00
2024-01-20,2,Smoke,outcome,150.00
2024-01-21,3,Food and Rest,outcome,1536.85
2024-01-21,3,Others,outcome,87.75
2024-01-22,3,Food and Rest,outcome,384.00
2024-01-22,3,Smoke,outcome,170.00
2024-01-22,3,Party,outcome,1900.00
2024-01-23,3,Salary,income,7042.90
2024-01-23,3,Food and Rest,outcome,720.00
2024-01-23,3,Others,outcome,4000.00
2024-01-23,3,Public Transport,outcome,122.00
2024-01-23,3,Transactions,outcome,2000.00
2024-01-23,2,Transactions,income,2000.00
2024-01-24,3,Public Transport,outcome,61.00
2024-01-25,3,Food and Rest,outcome,585.00
2024-01-25,3,Smoke,outcome,170.00
2024-01-25,3,Food and Rest,outcome,2390.00
2024-01-25,3,Party,outcome,1970.00
2024-01-25,3,Transactions,outcome,1500.00
2024-01-25,2,Transactions,income,1500.00
2024-01-25,3,Transactions,outcome,1000.00
2024-01-25,2,Transactions,income,1000.00
2024-01-26,3,Food and Rest,outcome,150.00
2024-01-26,3,Partner,outcome,1030.00
2024-01-26,3,Food and Rest,outcome,1000.00
2024-01-26,3,Transactions,outcome,2000.00
2024-01-26,2,Transactions,income,2000.00
2024-01-26,3,Public Transport,outcome,61.00
2024-01-27,3,Others,outcome,299.00
2024-01-27,3,Smoke,outcome,150.00
2024-01-27,3,Food and Rest,outcome,233.00
2024-01-27,3,Public Transport,outcome,122.00
2024-01-27,3,Public Transport,outcome,704.00
2024-01-28,3,Public Transport,outcome,696.00
2024-01-28,3,Food and Rest,outcome,959.00
2024-01-28,3,Partner,outcome,827.00
2024-01-29,3,Others,outcome,598.00
2024-01-29,3,Food and Rest,outcome,414.00
2024-01-29,2,Smoke,outcome,153.00
2024-01-30,3,Partner,outcome,2589.00
2024-01-30,3,Food and Rest,outcome,960.15
2024-01-30,3,Personal,outcome,700.00
2024-01-30,3,Personal,outcome,1350.00
2024-01-30,3,Transactions,outcome,1350.00
2024-01-30,2,Transactions,income,1350.00
2024-01-30,3,Salary,income,2897.57
2024-01-31,3,Food and Rest,outcome,2470.00
2024-02-01,3,Food and Rest,outcome,250.00
2024-02-01,3,Others,outcome,400.00
2024-02-01,3,Others,outcome,750.00
2024-02-01,3,Party,outcome,3750.00
2024-02-01,3,Party,outcome,1900.00
2024-02-02,3,Food and Rest,outcome,345.00
2024-02-02,3,Public Transport,outcome,122.00
2024-02-02,3,Food and Rest,outcome,60.00
2024-02-02,3,Others,outcome,300.00
2024-02-02,3,Partner,outcome,300.00
2024-02-02,3,Public Transport,outcome,560.00
2024-02-02,3,Food and Rest,outcome,791.00
2024-02-03,3,Food and Rest,outcome,1150.00
2024-02-03,3,Others,outcome,2000.00
2024-02-03,3,Partner,outcome,2277.00
2024-02-03,3,Food and Rest,outcome,1628.00
2024-02-04,3,Public Transport,outcome,1431.00
2024-02-04,3,Food and Rest,outcome,1445.00
2024-02-05,3,Food and Rest,outcome,89.00
2024-02-05,3,Food and Rest,outcome,728.00
2024-02-05,3,Public Transport,outcome,61.00
2024-02-05,3,Others,outcome,2400.00
2024-02-06,3,Public Transport,outcome,61.00
2024-02-06,3,Others,outcome,2950.00
2024-02-06,3,Food and Rest,outcome,525.00
2024-02-06,3,Public Transport,outcome,122.00
2024-02-06,2,Smoke,outcome,150.00
2024-02-07,3,Public Transport,outcome,305.00
2024-02-07,3,Food and Rest,outcome,1473.00
2024-02-08,3,Salary,income,81848.12
2024-02-08,3,Food and Rest,outcome,430.00
2024-02-08,3,Food and Rest,outcome,89.00
2024-02-08,3,Party,outcome,1300.00
2024-02-08,3,Public Transport,outcome,1705.00
2024-02-08,3,Public Transport,outcome,122.00
2024-02-08,2,Smoke,outcome,150.00
2024-02-09,3,Public Transport,outcome,1732.00
2024-02-09,3,Food and Rest,outcome,1094.00
2024-02-09,3,Transactions,outcome,3000.00
2024-02-09,2,Transactions,income,3000.00
2024-02-09,2,Smoke,outcome,150.00
2024-02-11,3,Partner,outcome,4010.00
2024-02-11,2,Smoke,outcome,150.00
2024-02-12,3,Personal,outcome,10000.00
2024-02-12,3,Food and Rest,outcome,990.00
2024-02-12,3,Food and Rest,outcome,426.00
2024-02-13,3,Food and Rest,outcome,434.00
2024-02-13,2,Smoke,outcome,300.00
2024-02-14,3,Food and Rest,outcome,1040.00
2024-02-15,3,Party,outcome,1600.00
2024-02-15,3,Food and Rest,outcome,1714.33
2024-02-15,3,Public Transport,outcome,122.00
2024-02-16,2,Rent Fee,outcome,55059.00
2024-02-16,3,Transactions,outcome,55000.00
2024-02-16,2,Transactions,income,55000.00
2024-02-16,3,Food and Rest,outcome,1408.98
2024-02-16,3,Others,outcome,1300.00
2024-02-16,3,Public Transport,outcome,122.00
2024-02-17,3,Public Transport,outcome,909.00
2024-02-17,3,Party,outcome,2700.00
2024-02-17,3,Food and Rest,outcome,1950.00
2024-02-17,3,Transactions,outcome,21447.00
2024-02-17,2,Smoke,outcome,303.00
2024-02-18,3,Public Transport,outcome,366.00
2024-02-18,3,Food and Rest,outcome,770.00
2024-02-19,3,Food and Rest,outcome,1473.00
2024-02-19,3,Transactions,outcome,70336.00
