date,card,category,type,amount
2021-10-17,3,Food and Rest,outcome,106.20
2021-10-17,3,Party,outcome,406.00
2021-10-18,2,Public Transport,outcome,180.00
2021-10-19,3,Food and Rest,outcome,1349.24
2021-10-19,3,Food and Rest,outcome,73.00
2021-10-19,2,Public Transport,outcome,300.00
2021-10-20,3,Food and Rest,outcome,55.00
2021-10-20,3,Food and Rest,outcome,160.00
2021-10-20,3,Others,outcome,860.00
2021-10-20,3,Transactions,outcome,1000.00
2021-10-20,2,Transactions,income,1000.00
2021-10-20,2,Others,income,150.00
2021-10-20,2,Public Transport,outcome,300.00
2021-10-20,2,Public Transport,outcome,46.00
2021-10-21,2,Transactions,income,5000.00
2021-10-21,2,Others,income,5000.00
2021-10-21,3,Transactions,income,5000.00
2021-10-21,2,Transactions,outcome,5000.00
2021-10-21,3,Party,outcome,1920.74
2021-10-21,3,Smoke,outcome,1650.00
2021-10-22,3,Public Transport,outcome,400.00
2021-10-22,3,Food and Rest,outcome,149.00
2021-10-23,2,Others,income,450.00
2021-10-23,3,Food and Rest,outcome,330.00
2021-10-23,3,Party,outcome,195.00
2021-10-24,3,Others,outcome,500.00
2021-10-25,3,Transactions,income,2000.00
2021-10-25,3,Smoke,outcome,500.00
2021-10-25,3,Food and Rest,outcome,115.00
2021-10-25,3,Others,income,10000.00
2021-10-25,3,Public Transport,outcome,8678.00
2021-10-26,3,Public Transport,outcome,600.00
2021-10-26,2,Food and Rest,outcome,230.00
2021-10-26,2,Public Transport,outcome,138.00
2021-10-26,2,Food and Rest,outcome,600.00
2021-10-26,3,Partner,outcome,1080.00
2021-10-26,3,Party,outcome,2800.00
2021-10-26,3,Others,income,800.00
2021-10-27,2,Others,outcome,500.00
2021-10-28,3,Food and Rest,outcome,400.00
2021-10-28,2,Public Transport,outcome,651.00
2021-10-28,2,Others,income,250.00
2021-10-28,3,Transactions,income,2000.00
2021-10-28,2,Transactions,outcome,2000.00
2021-10-28,3,Party,outcome,1025.00
2021-10-28,2,Others,income,1200.00
2021-10-29,2,Public Transport,outcome,46.00
2021-10-30,2,Public Transport,outcome,755.00
2021-10-30,3,Smoke,outcome,650.00
2021-10-30,3,Food and Rest,outcome,154.99
2021-10-30,3,Transactions,income,25.07
2021-10-31,3,Others,outcome,59.00
2021-11-01,3,Others,outcome,720.00
2021-11-02,3,Transactions,income,2000.00
2021-11-02,2,Transactions,outcome,2000.00
2021-11-02,3,Food and Rest,outcome,1170.00
2021-11-04,3,Food and Rest,outcome,200.00
2021-11-05,3,Food and Rest,outcome,420.00
2021-11-05,3,Public Transport,outcome,46.00
2021-11-06,3,Others,outcome,120.00
2021-11-06,3,Food and Rest,outcome,35.00
2021-11-07,3,Transactions,income,420.00
2021-11-07,3,Public Transport,outcome,420.00
2021-11-07,3,Food and Rest,outcome,470.00
2021-11-08,3,Public Transport,outcome,46.00
2021-11-09,2,Public Transport,outcome,180.00
2021-11-09,2,Others,outcome,60.00
2021-11-10,3,Transactions,income,2000.00
2021-11-10,2,Others,outcome,437.33
2021-11-10,3,Food and Rest,outcome,799.00
2021-11-10,2,Others,income,217.00
2021-11-11,3,Food and Rest,outcome,381.00
2021-11-11,2,Others,income,12000.00
2021-11-11,2,Others,outcome,11950.32
2021-11-11,2,Public Transport,outcome,240.00
2021-11-13,2,Public Transport,outcome,222.00
2021-11-13,3,Food and Rest,outcome,591.10
2021-11-14,2,Others,income,2000.00
2021-11-14,2,Public Transport,outcome,300.00
2021-11-14,3,Others,income,200.00
2021-11-14,2,Others,income,150.00
2021-11-14,3,Transactions,income,1000.00
2021-11-14,2,Transactions,outcome,1000.00
2021-11-14,3,Food and Rest,outcome,1106.00
2021-11-15,3,Food and Rest,outcome,420.00
2021-11-16,2,Others,income,5000.00
2021-11-16,3,Others,income,5000.00
2021-11-16,3,Food and Rest,outcome,320.00
2021-11-16,3,Partner,outcome,115.00
2021-11-17,3,Food and Rest,outcome,140.00
2021-11-17,2,Public Transport,outcome,75.00
2021-11-17,3,Food and Rest,outcome,325.00
2021-11-17,3,Smoke,outcome,390.00
2021-11-17,3,Public Transport,outcome,46.00
2021-11-18,3,Salary,income,16793.00
2021-11-18,3,Food and Rest,outcome,1002.02
2021-11-18,3,Party,outcome,629.00
2021-11-19,2,Others,outcome,2000.00
2021-11-19,3,Party,outcome,1026.87
2021-11-20,3,Party,outcome,2100.00
2021-11-20,2,Others,income,514.50
2021-11-22,2,Public Transport,outcome,370.00
2021-11-22,3,Food and Rest,outcome,404.95
2021-11-23,2,Smoke,outcome,390.00
2021-11-25,3,Others,outcome,500.00
2021-11-25,2,Public Transport,outcome,215.00
2021-11-25,3,Party,outcome,9783.00
2021-11-26,2,Party,outcome,757.00
2021-11-26,2,Public Transport,outcome,750.00
2021-11-26,2,Others,income,250.00
2021-11-28,2,Others,income,3000.00
2021-11-29,3,Transactions,income,17.15
2021-11-30,3,Food and Rest,outcome,761.00
2021-11-30,3,Others,outcome,59.00
2021-12-01,3,Food and Rest,outcome,420.00
2021-12-01,2,Food and Rest,outcome,200.00
2021-12-01,3,Others,outcome,149.00
2021-12-02,3,Transactions,outcome,3960.00
2021-12-02,2,Transactions,income,3960.00
2021-12-02,2,Personal,outcome,1100.00
2021-12-02,3,Smoke,outcome,850.00
2021-12-02,3,Party,outcome,800.00
2021-12-02,3,Food and Rest,outcome,252.00
2021-12-02,3,Public Transport,outcome,92.00
2021-12-02,3,Salary,income,52930.10
2021-12-04,3,Public Transport,outcome,8608.00
2021-12-04,3,Partner,outcome,3230.00
2021-12-04,3,Others,outcome,2330.00
2021-12-04,3,Public Transport,outcome,599.00
2021-12-04,3,Food and Rest,outcome,308.00
2021-12-04,3,Transactions,income,4800.00
2021-12-04,3,Others,income,1500.00
2021-12-05,3,Personal,outcome,12000.00
2021-12-06,2,Smoke,outcome,450.00
2021-12-06,3,Food and Rest,outcome,420.00
2021-12-07,2,Food and Rest,outcome,350.00
2021-12-07,2,Public Transport,outcome,300.00
2021-12-08,3,Food and Rest,outcome,478.00
2021-12-09,3,Food and Rest,outcome,403.00
2021-12-09,2,Others,outcome,338.35
2021-12-09,3,Party,outcome,225.00
2021-12-09,3,Party,outcome,107.99
2021-12-09,2,Others,outcome,60.00
2021-12-10,3,Education,outcome,14560.00
2021-12-10,2,Party,outcome,1000.00
2021-12-10,3,Food and Rest,outcome,437.00
2021-12-11,3,Clothes,outcome,4920.00
2021-12-11,3,Food and Rest,outcome,502.00
2021-12-11,3,Food and Rest,outcome,300.00
2021-12-12,3,Food and Rest,outcome,259.00
2021-12-12,3,Education,outcome,10.00
2021-12-13,3,Food and Rest,outcome,409.00
2021-12-13,2,Others,income,300.00
2021-12-14,3,Food and Rest,outcome,1332.06
2021-12-14,3,Food and Rest,outcome,446.00
2021-12-15,3,Food and Rest,outcome,276.00
2021-12-16,2,Smoke,outcome,450.00
2021-12-16,3,Food and Rest,outcome,355.00
2021-12-16,3,Food and Rest,outcome,339.70
2021-12-17,2,Public Transport,outcome,355.00
2021-12-17,3,Others,outcome,330.29
2021-12-17,3,Food and Rest,outcome,100.00
2021-12-17,3,Public Transport,outcome,46.00
2021-12-18,2,Food and Rest,outcome,1534.74
2021-12-18,3,Food and Rest,outcome,857.00
2021-12-18,3,Public Transport,outcome,46.00
2021-12-18,2,Others,income,400.00
2021-12-18,2,Others,income,200.00
2021-12-19,2,Food and Rest,outcome,250.00
2021-12-19,2,Others,outcome,150.00
2021-12-19,3,Others,outcome,50.00
2021-12-19,3,Salary,income,24840.00
2021-12-20,3,Others,outcome,1100.00
2021-12-20,3,Food and Rest,outcome,450.00
2021-12-20,3,Food and Rest,outcome,100.00
2021-12-21,3,Smoke,outcome,250.00
2021-12-21,3,Food and Rest,outcome,190.00
2021-12-21,3,Public Transport,outcome,150.00
2021-12-22,3,Clothes,outcome,6920.00
2021-12-23,3,Party,outcome,2500.00
2021-12-23,3,Food and Rest,outcome,576.00
2021-12-23,2,Smoke,outcome,450.00
2021-12-24,3,Party,outcome,800.00
2021-12-24,2,Public Transport,outcome,285.00
2021-12-25,3,Others,outcome,550.00
2021-12-25,3,Food and Rest,outcome,150.00
2021-12-25,3,Salary,income,2935.00
2021-12-26,3,Food and Rest,outcome,230.00
2021-12-27,3,Salary,income,56561.00
2021-12-28,3,Others,outcome,510.00
2021-12-28,3,Food and Rest,outcome,174.00
2021-12-28,2,Food and Rest,outcome,300.00
2021-12-29,3,Food and Rest,outcome,208.00
2021-12-30,3,Food and Rest,outcome,1270.00
2021-12-31,3,Partner,outcome,4000.00
2021-12-31,3,Partner,outcome,1733.15
2021-12-31,3,Others,outcome,59.00
2021-12-31,3,Party,outcome,670.00
2021-12-31,3,Public Transport,outcome,5.00
2021-12-31,3,Party,outcome,459.70
2021-12-31,2,Public Transport,outcome,285.00
2022-01-01,3,Party,outcome,13530.00
2022-01-01,3,Food and Rest,outcome,870.00
2022-01-01,3,Food and Rest,outcome,3610.30
2022-01-02,3,Public Transport,outcome,92.00
2022-01-02,3,Others,outcome,17310.00
2022-01-03,3,Public Transport,outcome,150.00
2022-01-04,3,Food and Rest,outcome,199.00
2022-01-04,3,Party,outcome,1700.00
2022-01-04,3,Food and Rest,outcome,44.20
2022-01-04,3,Food and Rest,outcome,62.00
2022-01-04,3,Smoke,outcome,500.00
2022-01-04,3,Food and Rest,outcome,147.19
2022-01-05,2,Transactions,income,5000.00
2022-01-05,2,Clothes,outcome,5000.00
2022-01-05,2,Personal,outcome,300.00
2022-01-06,3,Public Transport,outcome,340.00
2022-01-06,3,Public Transport,outcome,350.00
2022-01-06,3,Food and Rest,outcome,300.00
2022-01-07,3,Personal,outcome,450.00
2022-01-07,3,Food and Rest,outcome,1601.48
2022-01-07,3,Public Transport,outcome,51.00
2022-01-09,3,Food and Rest,outcome,205.00
2022-01-09,3,Education,outcome,5910.00
2022-01-09,2,Others,outcome,60.00
2022-01-10,3,Food and Rest,outcome,363.00
2022-01-10,3,Public Transport,outcome,51.00
2022-01-10,3,Public Transport,outcome,435.00
2022-01-11,2,Others,outcome,348.45
2022-01-11,3,Public Transport,outcome,51.00
2022-01-12,3,Smoke,outcome,450.00
2022-01-12,3,Food and Rest,outcome,721.00
2022-01-12,3,Food and Rest,outcome,325.00
2022-01-12,3,Food and Rest,outcome,60.00
2022-01-12,2,Public Transport,outcome,200.00
2022-01-12,2,Public Transport,outcome,300.00
2022-01-13,3,Party,outcome,950.00
2022-01-13,2,Public Transport,outcome,480.00
2022-01-14,3,Party,outcome,2580.00
2022-01-16,3,Food and Rest,outcome,299.00
2022-01-17,3,Food and Rest,outcome,952.87
2022-01-18,3,Party,outcome,579.00
2022-01-18,3,Food and Rest,outcome,52.49
2022-01-19,3,Salary,income,19872.00
2022-01-20,3,Food and Rest,outcome,143.00
2022-01-20,3,Food and Rest,outcome,107.99
2022-01-20,3,Smoke,outcome,450.00
2022-01-20,3,Food and Rest,outcome,180.00
2022-01-21,3,Food and Rest,outcome,279.00
2022-01-21,3,Food and Rest,outcome,818.57
2022-01-22,3,Personal,outcome,600.00
2022-01-22,3,Personal,outcome,600.00
2022-01-22,3,Public Transport,outcome,285.00
2022-01-22,3,Party,outcome,553.70
2022-01-22,3,Public Transport,outcome,285.46
2022-01-23,3,Food and Rest,outcome,369.00
2022-01-23,3,Public Transport,outcome,51.00
2022-01-25,3,Others,outcome,500.00
2022-01-26,3,Salary,income,2910.00
2022-01-26,3,Food and Rest,outcome,862.00
2022-01-26,3,Others,outcome,550.00
2022-01-27,3,Party,outcome,583.93
2022-01-27,3,Party,outcome,458.94
2022-01-28,3,Party,outcome,350.00
2022-01-29,3,Others,outcome,510.00
2022-01-29,3,Food and Rest,outcome,1664.78
2022-01-29,2,Others,income,400.00
2022-01-31,3,Others,outcome,59.00
2022-02-01,3,Public Transport,outcome,435.00
2022-02-01,3,Food and Rest,outcome,395.00
2022-02-03,3,Salary,income,51437.00
2022-02-03,3,Transactions,outcome,746.00
2022-02-03,2,Transactions,income,200.00
2022-02-03,3,Food and Rest,outcome,300.00
2022-02-04,3,Transactions,income,6000.00
2022-02-04,3,Transactions,outcome,6580.00
2022-02-04,2,Transactions,income,7000.00
2022-02-04,2,Transactions,outcome,6000.00
2022-02-04,3,Others,outcome,70.50
2022-02-05,3,Food and Rest,outcome,100.00
2022-02-05,3,Food and Rest,outcome,1252.69
2022-02-06,3,Food and Rest,outcome,347.00
2022-02-06,3,Smoke,outcome,160.00
2022-02-08,2,Others,outcome,230.00
2022-02-08,2,Food and Rest,outcome,570.00
2022-02-08,2,Food and Rest,outcome,550.00
2022-02-09,2,Others,outcome,60.00
2022-02-09,3,Smoke,outcome,150.00
2022-02-09,3,Party,outcome,283.00
2022-02-09,2,Others,outcome,400.00
2022-02-10,3,Party,outcome,492.40
2022-02-10,3,Transactions,outcome,400.00
2022-02-10,2,Transactions,income,400.00
2022-02-10,2,Public Transport,outcome,200.00
2022-02-11,3,Personal,outcome,450.00
2022-02-11,2,Public Transport,outcome,222.00
2022-02-11,3,Food and Rest,outcome,300.00
2022-02-11,3,Smoke,outcome,150.00
2022-02-11,3,Others,outcome,3000.00
2022-02-12,2,Public Transport,outcome,233.00
2022-02-12,2,Public Transport,outcome,205.00
2022-02-12,3,Food and Rest,outcome,368.00
2022-02-13,3,Food and Rest,outcome,401.00
2022-02-14,2,Others,outcome,327.24
2022-02-14,3,Food and Rest,outcome,401.00
2022-02-15,3,Smoke,outcome,170.00
2022-02-15,3,Food and Rest,outcome,220.00
2022-02-15,3,Food and Rest,outcome,570.00
2022-02-16,3,Food and Rest,outcome,1947.47
2022-02-17,3,Salary,income,83669.07
2022-02-17,3,Smoke,outcome,150.00
2022-02-18,3,Party,outcome,800.00
2022-02-18,3,Public Transport,outcome,205.94
2022-02-19,3,Party,outcome,350.00
2022-02-19,3,Party,outcome,1640.00
2022-02-20,3,Public Transport,outcome,331.00
2022-02-20,3,Food and Rest,outcome,400.00
2022-02-21,3,Others,outcome,899.00
2022-02-21,3,Party,outcome,770.94
2022-02-21,3,Public Transport,outcome,51.00
2022-02-22,2,Transactions,income,3000.00
2022-02-23,3,Transactions,outcome,10000.00
2022-02-23,3,Public Transport,outcome,102.00
2022-02-23,3,Party,outcome,2098.00
2022-02-24,3,Food and Rest,outcome,648.00
2022-02-24,3,Smoke,outcome,170.00
2022-02-24,3,Public Transport,outcome,51.00
2022-02-25,3,Party,outcome,390.00
2022-02-25,3,Food and Rest,outcome,1422.05
2022-02-25,3,Others,outcome,500.00
2022-02-25,3,Party,outcome,200.00
2022-02-25,2,Party,outcome,100.00
2022-02-26,3,Others,outcome,199.00
2022-02-26,3,Food and Rest,outcome,590.00
2022-02-26,3,Party,outcome,1300.00
2022-02-27,3,Smoke,outcome,160.00
2022-02-27,3,Food and Rest,outcome,401.00
2022-02-27,3,Food and Rest,outcome,117.00
2022-02-27,3,Transactions,income,328.13
2022-02-27,3,Transactions,income,196.88
2022-02-28,3,Others,outcome,510.00
2022-02-28,3,Others,outcome,59.00
2022-03-01,3,Food and Rest,outcome,380.00
2022-03-01,3,Food and Rest,outcome,508.74
2022-03-01,2,Public Transport,outcome,300.00
2022-03-02,3,Smoke,outcome,150.00
2022-03-02,3,Transactions,outcome,530.00
2022-03-02,2,Transactions,income,530.00
2022-03-02,3,Party,outcome,1850.00
2022-03-03,3,Food and Rest,outcome,261.00
2022-03-03,3,Public Transport,outcome,150.00
2022-03-03,3,Food and Rest,outcome,250.00
2022-03-04,3,Public Transport,outcome,100.00
2022-03-04,3,Food and Rest,outcome,678.19
2022-03-04,3,Smoke,outcome,150.00
2022-03-05,2,Public Transport,outcome,288.00
2022-03-06,2,Public Transport,outcome,175.00
2022-03-06,3,Personal,outcome,1275.00
2022-03-06,3,Food and Rest,outcome,145.00
2022-03-06,3,Food and Rest,outcome,1460.22
2022-03-06,3,Public Transport,outcome,51.00
2022-03-07,3,Others,outcome,6000.00
2022-03-07,3,Public Transport,outcome,435.00
2022-03-07,2,Others,outcome,70.00
2022-03-08,3,Others,outcome,180.00
2022-03-08,3,Salary,income,21704.36
2022-03-08,3,Personal,outcome,1260.00
2022-03-09,3,Food and Rest,outcome,400.00
2022-03-09,3,Smoke,outcome,150.00
2022-03-09,2,Others,outcome,60.00
2022-03-10,3,Food and Rest,outcome,463.00
2022-03-11,3,Food and Rest,outcome,242.00
2022-03-11,3,Party,outcome,5150.00
2022-03-12,3,Smoke,outcome,285.00
2022-03-12,3,Food and Rest,outcome,802.30
2022-03-12,3,Education,outcome,319.20
2022-03-13,3,Food and Rest,outcome,105.00
2022-03-13,2,Others,outcome,301.99
2022-03-14,3,Food and Rest,outcome,401.00
2022-03-15,3,Food and Rest,outcome,120.00
2022-03-15,3,Food and Rest,outcome,225.00
2022-03-15,3,Food and Rest,outcome,170.00
2022-03-15,3,Food and Rest,outcome,420.00
2022-03-16,3,Food and Rest,outcome,260.00
2022-03-16,2,Food and Rest,outcome,65.00
2022-03-17,3,Food and Rest,outcome,117.00
2022-03-17,3,Others,outcome,6000.00
2022-03-17,3,Food and Rest,outcome,460.00
2022-03-17,3,Party,outcome,2795.00
2022-03-18,3,Party,outcome,968.38
2022-03-19,3,Personal,outcome,600.00
2022-03-19,3,Food and Rest,outcome,810.02
2022-03-19,3,Transactions,outcome,774.09
2022-03-19,2,Transactions,income,800.00
2022-03-20,3,Food and Rest,outcome,445.00
2022-03-21,3,Smoke,outcome,160.00
2022-03-21,3,Food and Rest,outcome,450.00
2022-03-21,3,Transactions,income,130.00
2022-03-21,3,Transactions,outcome,122.00
2022-03-22,3,Food and Rest,outcome,810.69
2022-03-23,3,Food and Rest,outcome,215.00
2022-03-23,3,Salary,income,32743.36
2022-03-23,2,Public Transport,outcome,300.00
2022-03-24,3,Smoke,outcome,160.00
2022-03-24,3,Food and Rest,outcome,499.00
2022-03-24,3,Party,outcome,5139.35
2022-03-24,3,Party,outcome,2650.00
2022-03-24,2,Party,outcome,200.00
2022-03-24,3,Transactions,outcome,800.00
2022-03-24,2,Transactions,income,800.00
2022-03-24,3,Transactions,outcome,3542.00
2022-03-24,2,Transactions,income,3542.00
2022-03-25,3,Others,outcome,500.00
2022-03-26,3,Transactions,income,250.00
2022-03-26,3,Transactions,outcome,371.35
2022-03-26,3,Food and Rest,outcome,327.00
2022-03-26,2,Food and Rest,outcome,370.00
2022-03-27,3,Party,outcome,200.00
2022-03-27,3,Education,outcome,769.00
2022-03-28,3,Transactions,outcome,7000.00
2022-03-28,2,Transactions,income,7000.00
2022-03-28,2,Transactions,outcome,11950.32
2022-03-29,3,Food and Rest,outcome,500.00
2022-03-30,3,Salary,income,273.97
2022-03-30,3,Salary,income,1095.89
2022-03-30,3,Salary,income,217.35
2022-03-30,3,Others,outcome,510.00
2022-03-30,2,Public Transport,outcome,285.00
2022-03-31,3,Food and Rest,outcome,677.00
2022-03-31,3,Public Transport,outcome,435.00
2022-03-31,3,Food and Rest,outcome,925.00
2022-03-31,3,Party,outcome,1170.00
2022-03-31,3,Smoke,outcome,150.00
2022-03-31,3,Public Transport,outcome,2233.00
2022-03-31,3,Transactions,outcome,300.00
2022-03-31,2,Transactions,income,300.00
2022-04-01,3,Party,outcome,4940.00
2022-04-03,3,Food and Rest,outcome,580.00
2022-04-03,2,Smoke,outcome,160.00
2022-04-04,3,Food and Rest,outcome,395.00
2022-04-04,2,Public Transport,outcome,300.00
2022-04-05,2,Transactions,outcome,500.00
2022-04-05,3,Transactions,income,700.00
2022-04-05,2,Transactions,outcome,700.00
2022-04-05,3,Smoke,outcome,150.00
2022-04-05,3,Food and Rest,outcome,1195.62
2022-04-05,3,Party,outcome,825.98
2022-04-05,3,Public Transport,outcome,51.00
2022-04-06,3,Salary,income,49732.64
2022-04-07,3,Others,outcome,28000.00
2022-04-07,3,Food and Rest,outcome,580.00
2022-04-07,3,Smoke,outcome,170.00
2022-04-08,3,Personal,outcome,450.00
2022-04-08,3,Food and Rest,outcome,360.00
2022-04-09,3,Party,outcome,1300.00
2022-04-09,3,Transactions,outcome,1325.00
2022-04-09,2,Transactions,income,1325.00
2022-04-09,3,Food and Rest,outcome,130.00
2022-04-10,3,Food and Rest,outcome,511.00
2022-04-10,3,Others,outcome,30.00
2022-04-10,2,Others,outcome,296.94
2022-04-10,2,Others,outcome,60.00
2022-04-10,2,Transactions,income,350.00
2022-04-11,3,Food and Rest,outcome,580.00
2022-04-11,3,Smoke,outcome,170.00
2022-04-11,3,Public Transport,outcome,1370.00
2022-04-13,3,Others,outcome,2000.00
2022-04-14,3,Public Transport,outcome,2518.00
2022-04-14,3,Clothes,outcome,3799.00
2022-04-14,3,Food and Rest,outcome,640.80
2022-04-15,3,Food and Rest,outcome,350.00
2022-04-15,3,Public Transport,outcome,450.00
2022-04-16,3,Food and Rest,outcome,300.00
2022-04-17,3,Food and Rest,outcome,35.00
2022-04-17,3,Food and Rest,outcome,490.00
2022-04-17,3,Food and Rest,outcome,89.00
2022-04-17,3,Food and Rest,outcome,319.00
2022-04-18,3,Public Transport,outcome,5803.20
2022-04-18,3,Public Transport,outcome,770.00
2022-04-19,3,Food and Rest,outcome,578.00
2022-04-20,3,Transactions,income,690.00
2022-04-20,2,Transactions,outcome,690.00
2022-04-20,3,Food and Rest,outcome,558.00
2022-04-20,3,Salary,income,37733.43
2022-04-20,3,Food and Rest,outcome,294.00
2022-04-20,3,Others,outcome,350.00
2022-04-20,2,Public Transport,outcome,682.00
2022-04-21,3,Transactions,income,1934.90
2022-04-21,3,Others,outcome,500.00
2022-04-21,3,Food and Rest,outcome,524.00
2022-04-21,3,Food and Rest,outcome,1178.08
2022-04-22,3,Personal,outcome,2500.00
2022-04-22,3,Smoke,outcome,160.00
2022-04-22,3,Clothes,outcome,10453.00
2022-04-22,3,Public Transport,outcome,173.32
2022-04-22,3,Party,outcome,389.78
2022-04-23,3,Public Transport,outcome,163.12
2022-04-23,3,Party,outcome,450.00
2022-04-24,3,Others,outcome,500.00
2022-04-24,3,Food and Rest,outcome,574.00
2022-04-25,3,Smoke,outcome,155.00
2022-04-25,3,Food and Rest,outcome,629.00
2022-04-26,3,Food and Rest,outcome,788.74
2022-04-26,3,Others,outcome,1000.00
2022-04-27,3,Food and Rest,outcome,529.00
2022-04-27,3,Smoke,outcome,170.00
2022-04-28,3,Food and Rest,outcome,490.00
2022-04-28,3,Food and Rest,outcome,370.00
2022-04-28,3,Others,outcome,200.00
2022-04-29,3,Party,outcome,1800.00
2022-04-29,3,Others,outcome,500.00
2022-04-29,3,Salary,income,1610.65
2022-04-29,3,Food and Rest,outcome,505.85
2022-04-30,3,Food and Rest,outcome,589.99
2022-05-01,3,Personal,outcome,600.00
2022-05-01,3,Food and Rest,outcome,351.98
2022-05-03,3,Public Transport,outcome,435.00
2022-05-03,3,Personal,outcome,211.57
2022-05-03,3,Food and Rest,outcome,440.00
2022-05-03,3,Food and Rest,outcome,144.00
2022-05-03,3,Others,outcome,303.00
2022-05-03,3,Food and Rest,outcome,260.00
2022-05-04,3,Party,outcome,1090.00
2022-05-04,3,Personal,outcome,750.00
2022-05-04,3,Smoke,outcome,150.00
2022-05-04,3,Food and Rest,outcome,467.00
2022-05-04,3,Transactions,outcome,500.00
2022-05-04,2,Transactions,income,500.00
2022-05-04,2,Food and Rest,outcome,270.00
2022-05-05,3,Food and Rest,outcome,278.00
2022-05-05,3,Education,outcome,750.00
2022-05-05,3,Salary,income,116778.57
2022-05-05,3,Public Transport,outcome,494.00
2022-05-05,3,Others,outcome,4950.00
2022-05-05,3,Transactions,income,804.00
2022-05-06,3,Food and Rest,outcome,2580.00
2022-05-06,3,Personal,outcome,1181.50
2022-05-06,3,Food and Rest,outcome,630.99
2022-05-06,3,Others,outcome,1550.00
2022-05-06,3,Food and Rest,outcome,961.00
2022-05-06,3,Party,outcome,4950.00
2022-05-06,3,Public Transport,outcome,1315.00
2022-05-07,3,Party,outcome,2517.00
2022-05-07,3,Food and Rest,outcome,2729.00
2022-05-07,3,Food and Rest,outcome,900.00
2022-05-07,3,Education,outcome,170.00
2022-05-08,3,Food and Rest,outcome,290.00
2022-05-08,3,Party,outcome,569.97
2022-05-09,3,Food and Rest,outcome,1067.00
2022-05-09,3,Transactions,outcome,200.00
2022-05-09,2,Transactions,income,200.00
2022-05-09,2,Others,outcome,335.73
2022-05-10,3,Others,outcome,1500.00
2022-05-10,3,Party,outcome,300.00
2022-05-10,3,Public Transport,outcome,200.00
2022-05-10,3,Personal,outcome,1143.00
2022-05-10,3,Smoke,outcome,150.00
2022-05-10,3,Transactions,outcome,1000.00
2022-05-10,2,Transactions,income,1000.00
2022-05-11,3,Public Transport,outcome,100.00
2022-05-11,3,Food and Rest,outcome,555.00
2022-05-12,3,Food and Rest,outcome,393.88
2022-05-12,3,Transactions,outcome,1000.00
2022-05-12,2,Public Transport,outcome,558.00
2022-05-13,3,Party,outcome,6800.00
2022-05-13,3,Food and Rest,outcome,892.90
2022-05-13,3,Smoke,outcome,150.00
2022-05-14,3,Food and Rest,outcome,308.00
2022-05-14,2,Public Transport,outcome,228.06
2022-05-15,3,Food and Rest,outcome,1025.00
2022-05-15,3,Smoke,outcome,170.00
2022-05-15,2,Public Transport,outcome,100.00
2022-05-16,3,Food and Rest,outcome,219.39
2022-05-16,3,Food and Rest,outcome,425.00
2022-05-17,3,Food and Rest,outcome,575.00
2022-05-18,3,Food and Rest,outcome,768.00
2022-05-18,3,Others,outcome,660.00
2022-05-19,3,Food and Rest,outcome,440.00
2022-05-19,3,Smoke,outcome,155.00
2022-05-20,3,Party,outcome,2710.00
2022-05-20,3,Food and Rest,outcome,1554.25
2022-05-21,3,Smoke,outcome,150.00
2022-05-21,3,Transactions,outcome,500.00
2022-05-21,2,Transactions,income,500.00
2022-05-21,3,Public Transport,outcome,350.00
2022-05-21,2,Food and Rest,outcome,290.00
2022-05-22,3,Food and Rest,outcome,2294.17
2022-05-22,3,Smoke,outcome,160.00
2022-05-23,3,Salary,income,24012.00
2022-05-23,3,Food and Rest,outcome,525.00
2022-05-24,3,Smoke,outcome,155.00
2022-05-24,3,Food and Rest,outcome,575.00
2022-05-24,3,Food and Rest,outcome,1456.68
2022-05-25,3,Others,outcome,3125.00
2022-05-26,3,Food and Rest,outcome,490.00
2022-05-26,3,Smoke,outcome,170.00
2022-05-27,3,Food and Rest,outcome,390.00
2022-05-28,3,Party,outcome,3880.00
2022-05-28,3,Personal,outcome,450.00
2022-05-28,3,Food and Rest,outcome,754.00
2022-05-29,3,Food and Rest,outcome,690.00
2022-05-29,3,Smoke,outcome,155.00
2022-05-29,3,Food and Rest,outcome,825.00
2022-05-30,3,Food and Rest,outcome,942.30
2022-05-30,3,Salary,income,1059.95
2022-05-31,3,Food and Rest,outcome,682.00
2022-05-31,3,Smoke,outcome,155.00
2022-05-31,3,Transactions,income,117.65
2022-06-01,3,Food and Rest,outcome,440.00
2022-06-02,3,Public Transport,outcome,435.00
2022-06-02,3,Food and Rest,outcome,364.00
2022-06-02,3,Transactions,outcome,550.00
2022-06-02,2,Transactions,income,550.00
2022-06-03,3,Transactions,outcome,500.00
2022-06-03,2,Transactions,income,500.00
2022-06-03,3,Others,outcome,510.20
2022-06-03,3,Others,outcome,350.00
2022-06-03,3,Food and Rest,outcome,2070.00
2022-06-03,2,Public Transport,outcome,707.00
2022-06-03,3,Transactions,outcome,2110.00
2022-06-03,2,Transactions,income,2110.00
2022-06-04,3,Public Transport,outcome,7424.00
2022-06-04,3,Smoke,outcome,150.00
2022-06-04,3,Transactions,outcome,1966.88
2022-06-04,2,Transactions,income,150.00
2022-06-04,3,Transactions,outcome,150.00
2022-06-05,3,Food and Rest,outcome,109.00
2022-06-06,3,Transactions,outcome,500.00
2022-06-06,2,Transactions,income,500.00
2022-06-06,3,Food and Rest,outcome,570.00
